Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7769026756286621	0	17.9285714286	7.65053019371	51.0	9.0	17.9285714286	7.65053019371	1004	1004
1.2826814651489258	1	20.4	9.59583242872	49.0	8.0	20.4	9.59583242872	1020	2024
1.734205961227417	2	20.1568627451	8.56663053861	43.0	9.0	20.1568627451	8.56663053861	1028	3052
2.1890952587127686	3	25.225	15.4943336417	78.0	10.0	25.225	15.4943336417	1009	4061
2.6420464515686035	4	29.5	18.7808569622	94.0	12.0	29.5	18.7808569622	1003	5064
3.077584981918335	5	25.6923076923	11.4738361147	60.0	12.0	25.6923076923	11.4738361147	1002	6066
3.583787441253662	6	30.4	14.3610584568	75.0	12.0	30.4	14.3610584568	1064	7130
4.0297675132751465	7	36.5357142857	16.7043239545	77.0	13.0	36.5357142857	16.7043239545	1023	8153
4.488995313644409	8	33.7333333333	17.8155986584	95.0	11.0	33.7333333333	17.8155986584	1012	9165
4.943951606750488	9	30.4545454545	14.3275342231	60.0	11.0	30.4545454545	14.3275342231	1005	10170
5.382624864578247	10	47.0454545455	30.3531895474	131.0	15.0	47.0454545455	30.3531895474	1035	11205
5.8611369132995605	11	38.1851851852	16.8193826395	90.0	11.0	38.1851851852	16.8193826395	1031	12236
6.302627086639404	12	37.3703703704	16.8592169498	71.0	11.0	37.3703703704	16.8592169498	1009	13245
6.751453161239624	13	46.1363636364	24.8893833784	114.0	13.0	46.1363636364	24.8893833784	1015	14260
7.221470355987549	14	38.7307692308	12.629506636	74.0	12.0	38.7307692308	12.629506636	1007	15267
7.66101336479187	15	38.6538461538	21.7608369248	114.0	15.0	38.6538461538	21.7608369248	1005	16272
8.122838735580444	16	45.5217391304	12.3741299746	72.0	25.0	45.5217391304	12.3741299746	1047	17319
8.567769527435303	17	48.9047619048	21.847751899	105.0	13.0	48.9047619048	21.847751899	1027	18346
9.005506038665771	18	52.7368421053	21.2376084124	105.0	25.0	52.7368421053	21.2376084124	1002	19348
9.44718885421753	19	45.9545454545	23.6460207545	137.0	19.0	45.9545454545	23.6460207545	1011	20359
9.900115013122559	20	50.25	15.9651965224	80.0	18.0	50.25	15.9651965224	1005	21364
10.353636503219604	21	48.1904761905	18.1517913261	118.0	26.0	48.1904761905	18.1517913261	1012	22376
10.867258310317993	22	56.1578947368	21.3942027512	102.0	19.0	56.1578947368	21.3942027512	1067	23443
11.331991910934448	23	53.5	20.1109422952	106.0	25.0	53.5	20.1109422952	1070	24513
11.809752941131592	24	52.45	21.3599508426	113.0	22.0	52.45	21.3599508426	1049	25562
12.26224946975708	25	63.625	36.8152057579	147.0	16.0	63.625	36.8152057579	1018	26580
12.716477870941162	26	54.4736842105	18.90521627	86.0	17.0	54.4736842105	18.90521627	1035	27615
13.188049793243408	27	56.2222222222	16.0400732734	95.0	33.0	56.2222222222	16.0400732734	1012	28627
13.689208507537842	28	65.8823529412	24.8971587156	135.0	26.0	65.8823529412	24.8971587156	1120	29747
14.148536920547485	29	65.3125	15.1439705411	102.0	34.0	65.3125	15.1439705411	1045	30792
14.581209897994995	30	62.9375	23.2902038151	109.0	40.0	62.9375	23.2902038151	1007	31799
15.076432228088379	31	81.3076923077	29.0553440481	140.0	46.0	81.3076923077	29.0553440481	1057	32856
15.550545930862427	32	68.0	33.1568243353	173.0	23.0	68.0	33.1568243353	1088	33944
16.004085063934326	33	79.7692307692	30.2022766492	155.0	33.0	79.7692307692	30.2022766492	1037	34981
16.47467064857483	34	73.2857142857	25.1266181325	117.0	31.0	73.2857142857	25.1266181325	1026	36007
16.943403244018555	35	73.3571428571	26.4915273325	121.0	40.0	73.3571428571	26.4915273325	1027	37034
17.38160538673401	36	71.5	23.0674476884	122.0	46.0	71.5	23.0674476884	1001	38035
17.845911979675293	37	72.5714285714	25.6757647979	127.0	24.0	72.5714285714	25.6757647979	1016	39051
18.327507972717285	38	66.875	17.6382928596	94.0	38.0	66.875	17.6382928596	1070	40121
18.837195873260498	39	85.6153846154	42.0101424778	170.0	35.0	85.6153846154	42.0101424778	1113	41234
19.28392219543457	40	77.8461538462	39.2758413783	200.0	37.0	77.8461538462	39.2758413783	1012	42246
19.76215124130249	41	74.8571428571	21.0674330352	125.0	55.0	74.8571428571	21.0674330352	1048	43294
20.22039771080017	42	93.0909090909	23.2982814249	139.0	60.0	93.0909090909	23.2982814249	1024	44318
20.670167684555054	43	79.2307692308	30.3825705252	150.0	43.0	79.2307692308	30.3825705252	1030	45348
21.13705086708069	44	106.7	42.4241676406	200.0	61.0	106.7	42.4241676406	1067	46415
21.583516359329224	45	103.4	41.8095682829	200.0	52.0	103.4	41.8095682829	1034	47449
22.022863149642944	46	93.9090909091	30.7702765239	171.0	67.0	93.9090909091	30.7702765239	1033	48482
22.48336172103882	47	130.25	33.8147526976	188.0	88.0	130.25	33.8147526976	1042	49524
22.986604690551758	48	110.6	26.5186726666	155.0	77.0	110.6	26.5186726666	1106	50630
23.417978525161743	49	105.0	25.3416652965	167.0	80.0	105.0	25.3416652965	1050	51680
23.860325574874878	50	132.375	38.5679189872	200.0	87.0	132.375	38.5679189872	1059	52739
24.383557319641113	51	162.714285714	26.3477528763	200.0	127.0	162.714285714	26.3477528763	1139	53878
24.862895250320435	52	158.0	36.6645021006	200.0	92.0	158.0	36.6645021006	1106	54984
25.345871925354004	53	188.5	13.1751027826	200.0	165.0	188.5	13.1751027826	1131	56115
