Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8589580059051514	0	24.119047619	11.2909622116	56.0	12.0	24.119047619	11.2909622116	1013	1013
1.4059927463531494	1	29.4411764706	18.8682602715	109.0	8.0	29.4411764706	18.8682602715	1001	2014
1.869642972946167	2	30.3823529412	12.8498448283	74.0	13.0	30.3823529412	12.8498448283	1033	3047
2.360121011734009	3	31.5625	16.307470489	76.0	11.0	31.5625	16.307470489	1010	4057
2.799192428588867	4	35.8571428571	20.60290251	104.0	10.0	35.8571428571	20.60290251	1004	5061
3.311595916748047	5	34.8	14.4899965493	64.0	14.0	34.8	14.4899965493	1044	6105
3.7858903408050537	6	40.64	24.5973657126	106.0	14.0	40.64	24.5973657126	1016	7121
4.3014936447143555	7	40.4615384615	20.3625424762	78.0	16.0	40.4615384615	20.3625424762	1052	8173
4.776792526245117	8	40.16	19.0571351467	82.0	12.0	40.16	19.0571351467	1004	9177
5.221934080123901	9	34.8620689655	12.6292603271	61.0	15.0	34.8620689655	12.6292603271	1011	10188
5.684485673904419	10	37.2222222222	13.010916594	79.0	13.0	37.2222222222	13.010916594	1005	11193
6.193771839141846	11	43.2916666667	18.5483134154	105.0	18.0	43.2916666667	18.5483134154	1039	12232
6.722262859344482	12	52.7894736842	19.3596948306	105.0	15.0	52.7894736842	19.3596948306	1003	13235
7.230111360549927	13	54.4210526316	23.3380551877	132.0	25.0	54.4210526316	23.3380551877	1034	14269
7.733505964279175	14	43.8260869565	23.3455184675	117.0	19.0	43.8260869565	23.3455184675	1008	15277
8.218023777008057	15	42.7083333333	15.4770775845	76.0	18.0	42.7083333333	15.4770775845	1025	16302
8.72469162940979	16	47.4782608696	22.0175218074	93.0	20.0	47.4782608696	22.0175218074	1092	17394
9.212080001831055	17	47.9523809524	15.192342026	81.0	22.0	47.9523809524	15.192342026	1007	18401
9.664994239807129	18	56.2777777778	21.3510487787	98.0	20.0	56.2777777778	21.3510487787	1013	19414
10.135058879852295	19	57.5555555556	16.1700072914	87.0	31.0	57.5555555556	16.1700072914	1036	20450
10.618996143341064	20	50.619047619	20.1765450591	116.0	21.0	50.619047619	20.1765450591	1063	21513
11.071229696273804	21	55.9444444444	26.4290921823	133.0	23.0	55.9444444444	26.4290921823	1007	22520
11.530945539474487	22	68.8666666667	19.0398412692	125.0	46.0	68.8666666667	19.0398412692	1033	23553
11.997785091400146	23	62.6875	20.2845962186	98.0	37.0	62.6875	20.2845962186	1003	24556
12.433125972747803	24	55.7777777778	27.259158615	144.0	15.0	55.7777777778	27.259158615	1004	25560
12.926450729370117	25	66.9411764706	27.2579628695	140.0	28.0	66.9411764706	27.2579628695	1138	26698
13.443289041519165	26	63.1764705882	17.5104516491	95.0	23.0	63.1764705882	17.5104516491	1074	27772
13.9114830493927	27	68.6	26.7900479034	120.0	22.0	68.6	26.7900479034	1029	28801
14.349110126495361	28	55.0526315789	17.8398539179	95.0	34.0	55.0526315789	17.8398539179	1046	29847
14.819774627685547	29	60.4117647059	22.2580027208	126.0	19.0	60.4117647059	22.2580027208	1027	30874
15.30090880393982	30	83.6153846154	48.4332029493	200.0	37.0	83.6153846154	48.4332029493	1087	31961
15.768096923828125	31	79.1538461538	31.5176291422	134.0	40.0	79.1538461538	31.5176291422	1029	32990
16.220815181732178	32	80.4615384615	26.782931949	122.0	31.0	80.4615384615	26.782931949	1046	34036
16.70679759979248	33	90.0	45.3357842475	200.0	38.0	90.0	45.3357842475	1080	35116
17.144540071487427	34	89.1666666667	35.1184503581	145.0	38.0	89.1666666667	35.1184503581	1070	36186
17.58260154724121	35	86.8333333333	30.5309496886	160.0	33.0	86.8333333333	30.5309496886	1042	37228
18.094844579696655	36	93.7272727273	33.4938010794	162.0	50.0	93.7272727273	33.4938010794	1031	38259
18.582207679748535	37	115.0	43.5481853175	200.0	30.0	115.0	43.5481853175	1035	39294
19.0956974029541	38	156.285714286	30.5039308273	200.0	110.0	156.285714286	30.5039308273	1094	40388
19.592133045196533	39	136.5	41.3128309366	200.0	62.0	136.5	41.3128309366	1092	41480
20.109166860580444	40	141.875	38.7021882456	200.0	92.0	141.875	38.7021882456	1135	42615
20.596394538879395	41	143.0	31.3608035611	200.0	94.0	143.0	31.3608035611	1144	43759
21.101168870925903	42	135.0	36.857834988	200.0	75.0	135.0	36.857834988	1080	44839
21.58337712287903	43	129.75	27.8062492976	200.0	107.0	129.75	27.8062492976	1038	45877
22.041812658309937	44	153.285714286	50.2443011288	200.0	49.0	153.285714286	50.2443011288	1073	46950
22.51197862625122	45	134.25	34.4664692128	200.0	89.0	134.25	34.4664692128	1074	48024
23.012707233428955	46	138.0	49.3305179377	200.0	83.0	138.0	49.3305179377	1104	49128
23.490955114364624	47	144.571428571	54.7066387793	200.0	44.0	144.571428571	54.7066387793	1012	50140
23.975735902786255	48	149.857142857	37.0074454726	200.0	111.0	149.857142857	37.0074454726	1049	51189
24.452912092208862	49	161.714285714	45.6405655584	200.0	71.0	161.714285714	45.6405655584	1132	52321
24.956734657287598	50	157.857142857	53.2230577621	200.0	50.0	157.857142857	53.2230577621	1105	53426
25.425145626068115	51	153.428571429	35.7045701071	200.0	103.0	153.428571429	35.7045701071	1074	54500
25.875513315200806	52	170.333333333	32.7244387101	200.0	126.0	170.333333333	32.7244387101	1022	55522
26.339521408081055	53	187.666666667	17.6792408082	200.0	158.0	187.666666667	17.6792408082	1126	56648
