Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7734279632568359	0	21.3404255319	10.1379350698	47.0	9.0	21.3404255319	10.1379350698	1003	1003
1.2432012557983398	1	23.5348837209	13.2232157318	73.0	10.0	23.5348837209	13.2232157318	1012	2015
1.6665153503417969	2	22.6	10.6820722085	61.0	10.0	22.6	10.6820722085	1017	3032
2.1253442764282227	3	26.6052631579	13.0898503744	66.0	11.0	26.6052631579	13.0898503744	1011	4043
2.547701597213745	4	25.8974358974	13.8096860689	65.0	9.0	25.8974358974	13.8096860689	1010	5053
2.9747860431671143	5	25.7179487179	16.5187519209	79.0	10.0	25.7179487179	16.5187519209	1003	6056
3.4398488998413086	6	35.1034482759	18.450950499	113.0	14.0	35.1034482759	18.450950499	1018	7074
3.893840789794922	7	33.9333333333	22.5076777024	123.0	10.0	33.9333333333	22.5076777024	1018	8092
4.360899925231934	8	30.4545454545	15.0395255186	90.0	11.0	30.4545454545	15.0395255186	1005	9097
4.805023193359375	9	37.4814814815	23.5927960919	93.0	12.0	37.4814814815	23.5927960919	1012	10109
5.2762744426727295	10	39.6153846154	22.7529827682	111.0	11.0	39.6153846154	22.7529827682	1030	11139
5.733389616012573	11	43.4166666667	28.1690087784	134.0	17.0	43.4166666667	28.1690087784	1042	12181
6.229835748672485	12	42.75	20.4801733391	88.0	11.0	42.75	20.4801733391	1026	13207
6.711344957351685	13	56.7368421053	29.9505594452	120.0	19.0	56.7368421053	29.9505594452	1078	14285
7.188460826873779	14	43.652173913	22.3832404222	90.0	13.0	43.652173913	22.3832404222	1004	15289
7.663664102554321	15	49.8095238095	31.9934800614	165.0	11.0	49.8095238095	31.9934800614	1046	16335
8.16420865058899	16	46.7272727273	22.1732472264	119.0	17.0	46.7272727273	22.1732472264	1028	17363
8.708677768707275	17	66.8823529412	37.4886372635	158.0	17.0	66.8823529412	37.4886372635	1137	18500
9.148880958557129	18	58.9411764706	30.4330907136	129.0	13.0	58.9411764706	30.4330907136	1002	19502
9.685311555862427	19	60.7777777778	26.5467209851	107.0	25.0	60.7777777778	26.5467209851	1094	20596
10.124293088912964	20	56.8888888889	27.6784892187	114.0	24.0	56.8888888889	27.6784892187	1024	21620
10.648944616317749	21	59.6111111111	27.5017956765	131.0	23.0	59.6111111111	27.5017956765	1073	22693
11.203317642211914	22	62.3529411765	29.2110800422	129.0	27.0	62.3529411765	29.2110800422	1060	23753
11.70100712776184	23	81.5384615385	40.6913625017	197.0	36.0	81.5384615385	40.6913625017	1060	24813
12.135658025741577	24	77.1538461538	30.8516204632	132.0	21.0	77.1538461538	30.8516204632	1003	25816
12.592438220977783	25	79.2	42.627377744	200.0	18.0	79.2	42.627377744	1188	27004
12.998830556869507	26	104.1	54.95170607	200.0	26.0	104.1	54.95170607	1041	28045
13.478218793869019	27	119.777777778	30.3233601839	166.0	70.0	119.777777778	30.3233601839	1078	29123
13.95619010925293	28	87.9166666667	19.8723356006	128.0	52.0	87.9166666667	19.8723356006	1055	30178
14.387202739715576	29	77.0769230769	28.7735496553	146.0	16.0	77.0769230769	28.7735496553	1002	31180
14.810274124145508	30	112.333333333	33.6617158076	166.0	56.0	112.333333333	33.6617158076	1011	32191
15.274731636047363	31	131.625	57.0524703672	200.0	24.0	131.625	57.0524703672	1053	33244
15.715221405029297	32	169.5	23.907809045	200.0	137.0	169.5	23.907809045	1017	34261
16.170531749725342	33	173.0	32.7922755132	200.0	118.0	173.0	32.7922755132	1038	35299
16.701439142227173	34	148.0	48.4252000512	200.0	47.0	148.0	48.4252000512	1184	36483
17.140730381011963	35	143.285714286	56.2994906998	200.0	29.0	143.285714286	56.2994906998	1003	37486
17.6578950881958	36	147.25	50.2537312048	200.0	55.0	147.25	50.2537312048	1178	38664
18.11895179748535	37	179.166666667	30.964585506	200.0	121.0	179.166666667	30.964585506	1075	39739
18.558029174804688	38	143.714285714	51.3745748282	200.0	69.0	143.714285714	51.3745748282	1006	40745
19.05934166908264	39	156.714285714	57.3029899138	200.0	39.0	156.714285714	57.3029899138	1097	41842
19.545926332473755	40	196.333333333	8.1989159175	200.0	178.0	196.333333333	8.1989159175	1178	43020
19.994457006454468	41	167.5	45.915683595	200.0	69.0	167.5	45.915683595	1005	44025
20.441604137420654	42	171.166666667	50.0147200554	200.0	61.0	171.166666667	50.0147200554	1027	45052
20.93380832672119	43	157.0	59.605848227	200.0	44.0	157.0	59.605848227	1099	46151
21.436981201171875	44	191.833333333	8.61039423539	200.0	180.0	191.833333333	8.61039423539	1151	47302
21.909281015396118	45	184.5	22.239229603	200.0	147.0	184.5	22.239229603	1107	48409
22.400261163711548	46	192.0	17.88854382	200.0	152.0	192.0	17.88854382	1152	49561
22.92383122444153	47	196.0	8.94427191	200.0	176.0	196.0	8.94427191	1176	50737
23.444156885147095	48	197.166666667	6.33552593625	200.0	183.0	197.166666667	6.33552593625	1183	51920
23.943809747695923	49	194.5	12.2983738762	200.0	167.0	194.5	12.2983738762	1167	53087
24.452255725860596	50	189.666666667	18.6249533929	200.0	149.0	189.666666667	18.6249533929	1138	54225
24.903120279312134	51	170.333333333	42.6210693854	200.0	98.0	170.333333333	42.6210693854	1022	55247
25.427128314971924	52	198.666666667	2.98142397	200.0	192.0	198.666666667	2.98142397	1192	56439
25.94771409034729	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	57639
26.440789937973022	54	184.166666667	33.6472716411	200.0	109.0	184.166666667	33.6472716411	1105	58744
