Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8578712940216064	0	24.7804878049	11.4944571905	58.0	10.0	24.7804878049	11.4944571905	1016	1016
1.3503050804138184	1	29.7058823529	14.553207473	65.0	12.0	29.7058823529	14.553207473	1010	2026
1.816479206085205	2	32.5161290323	17.6395284988	88.0	13.0	32.5161290323	17.6395284988	1008	3034
2.2380483150482178	3	26.5789473684	14.9025458421	89.0	11.0	26.5789473684	14.9025458421	1010	4044
2.655876636505127	4	32.2903225806	18.618744541	110.0	10.0	32.2903225806	18.618744541	1001	5045
3.1041746139526367	5	34.7586206897	19.9769784268	84.0	12.0	34.7586206897	19.9769784268	1008	6053
3.5842058658599854	6	30.4411764706	23.5811379964	140.0	12.0	30.4411764706	23.5811379964	1035	7088
4.065868616104126	7	34.2	18.6358078262	86.0	15.0	34.2	18.6358078262	1026	8114
4.512828350067139	8	37.2222222222	14.0773875242	72.0	17.0	37.2222222222	14.0773875242	1005	9119
4.9534218311309814	9	44.0	26.8587286435	119.0	11.0	44.0	26.8587286435	1012	10131
5.428181409835815	10	43.4583333333	21.2347576053	115.0	18.0	43.4583333333	21.2347576053	1043	11174
5.889623403549194	11	46.2272727273	22.1296424368	96.0	15.0	46.2272727273	22.1296424368	1017	12191
6.370747327804565	12	65.5	32.6936538184	149.0	14.0	65.5	32.6936538184	1048	13239
6.829490900039673	13	40.88	20.3692316988	123.0	14.0	40.88	20.3692316988	1022	14261
7.285173654556274	14	49.0476190476	21.0271393577	116.0	18.0	49.0476190476	21.0271393577	1030	15291
7.736983060836792	15	48.619047619	19.8984952541	95.0	19.0	48.619047619	19.8984952541	1021	16312
8.18850064277649	16	48.2857142857	22.0824059618	102.0	21.0	48.2857142857	22.0824059618	1014	17326
8.669620275497437	17	65.0	24.9186913073	108.0	25.0	65.0	24.9186913073	1105	18431
9.136576175689697	18	55.8421052632	27.7209082366	105.0	17.0	55.8421052632	27.7209082366	1061	19492
9.610716581344604	19	53.1	30.4760561753	135.0	16.0	53.1	30.4760561753	1062	20554
10.078749895095825	20	63.7058823529	35.2098995202	140.0	14.0	63.7058823529	35.2098995202	1083	21637
10.546335697174072	21	44.7826086957	16.0920086074	88.0	15.0	44.7826086957	16.0920086074	1030	22667
10.983289241790771	22	72.9285714286	43.3300692125	200.0	26.0	72.9285714286	43.3300692125	1021	23688
11.437500476837158	23	55.8888888889	26.0339284799	124.0	26.0	55.8888888889	26.0339284799	1006	24694
11.935207605361938	24	59.6111111111	28.2314617422	138.0	24.0	59.6111111111	28.2314617422	1073	25767
12.4206223487854	25	51.8571428571	29.8684189233	148.0	21.0	51.8571428571	29.8684189233	1089	26856
12.854999303817749	26	57.5555555556	22.1139026714	104.0	25.0	57.5555555556	22.1139026714	1036	27892
13.367380857467651	27	65.7058823529	28.5858144702	126.0	31.0	65.7058823529	28.5858144702	1117	29009
13.832918167114258	28	86.0833333333	45.9772739755	157.0	23.0	86.0833333333	45.9772739755	1033	30042
14.25874948501587	29	62.875	22.687758263	105.0	28.0	62.875	22.687758263	1006	31048
14.703298330307007	30	73.9285714286	39.9901135742	200.0	38.0	73.9285714286	39.9901135742	1035	32083
15.132143259048462	31	72.5	36.3882830435	126.0	25.0	72.5	36.3882830435	1015	33098
15.637031316757202	32	73.1333333333	34.5443997712	141.0	24.0	73.1333333333	34.5443997712	1097	34195
16.083770036697388	33	68.0	31.7930810083	151.0	38.0	68.0	31.7930810083	1020	35215
16.56366229057312	34	66.875	35.6192977893	151.0	23.0	66.875	35.6192977893	1070	36285
17.037132024765015	35	80.6923076923	41.5254965522	161.0	39.0	80.6923076923	41.5254965522	1049	37334
17.526865243911743	36	86.9166666667	38.4349197418	180.0	43.0	86.9166666667	38.4349197418	1043	38377
17.983062267303467	37	88.25	47.2248610374	196.0	27.0	88.25	47.2248610374	1059	39436
18.452934980392456	38	126.75	35.1203288709	171.0	54.0	126.75	35.1203288709	1014	40450
18.898473501205444	39	128.25	57.80733085	200.0	36.0	128.25	57.80733085	1026	41476
19.362390995025635	40	108.5	44.7755513646	177.0	38.0	108.5	44.7755513646	1085	42561
19.870992183685303	41	99.2727272727	46.8946418903	200.0	29.0	99.2727272727	46.8946418903	1092	43653
20.3072566986084	42	112.222222222	39.6226023538	192.0	55.0	112.222222222	39.6226023538	1010	44663
20.76784062385559	43	118.0	49.9510871865	200.0	22.0	118.0	49.9510871865	1062	45725
21.310620546340942	44	116.1	39.1342560936	180.0	51.0	116.1	39.1342560936	1161	46886
21.765902042388916	45	93.5454545455	45.3177942903	154.0	28.0	93.5454545455	45.3177942903	1029	47915
22.21108341217041	46	102.6	26.230516579	147.0	52.0	102.6	26.230516579	1026	48941
22.664350986480713	47	112.3	41.8092095118	200.0	23.0	112.3	41.8092095118	1123	50064
23.13164734840393	48	128.5	47.0026594992	200.0	48.0	128.5	47.0026594992	1028	51092
23.592339992523193	49	144.142857143	41.9980563204	200.0	82.0	144.142857143	41.9980563204	1009	52101
24.067737102508545	50	118.222222222	32.2379272072	162.0	61.0	118.222222222	32.2379272072	1064	53165
24.5344660282135	51	122.444444444	37.7686263425	200.0	82.0	122.444444444	37.7686263425	1102	54267
24.99920630455017	52	118.333333333	44.3546314756	200.0	40.0	118.333333333	44.3546314756	1065	55332
25.428680419921875	53	112.444444444	37.8450381633	187.0	74.0	112.444444444	37.8450381633	1012	56344
25.87096071243286	54	100.1	29.5413269844	149.0	54.0	100.1	29.5413269844	1001	57345
