Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.6486003398895264	0	21.3319148936	11.169889357	78.0	8.0	21.3319148936	11.169889357	5013	5013
4.965404748916626	1	21.8086956522	11.2276023629	67.0	8.0	21.8086956522	11.2276023629	5016	10029
7.331010580062866	2	25.6615384615	13.4735565401	98.0	9.0	25.6615384615	13.4735565401	5004	15033
9.54557752609253	3	28.1005586592	14.3939368722	93.0	9.0	28.1005586592	14.3939368722	5030	20063
12.260931253433228	4	31.1739130435	19.5789737699	161.0	9.0	31.1739130435	19.5789737699	5019	25082
15.060023784637451	5	33.1589403974	21.2581399183	147.0	9.0	33.1589403974	21.2581399183	5007	30089
17.609365940093994	6	37.6842105263	24.9957495397	159.0	8.0	37.6842105263	24.9957495397	5012	35101
20.08059024810791	7	38.3969465649	20.6843523811	92.0	10.0	38.3969465649	20.6843523811	5030	40131
22.436503410339355	8	45.6363636364	32.7185594462	199.0	10.0	45.6363636364	32.7185594462	5020	45151
24.904123067855835	9	49.0776699029	28.1365220008	159.0	14.0	49.0776699029	28.1365220008	5055	50206
27.26473379135132	10	54.0107526882	33.5871502002	180.0	16.0	54.0107526882	33.5871502002	5023	55229
29.62876057624817	11	57.0909090909	28.5747171956	162.0	12.0	57.0909090909	28.5747171956	5024	60253
32.077431440353394	12	51.2346938776	25.9700773735	164.0	17.0	51.2346938776	25.9700773735	5021	65274
34.546483755111694	13	57.75	28.2891924432	135.0	16.0	57.75	28.2891924432	5082	70356
36.69713306427002	14	55.6555555556	30.4397989156	158.0	13.0	55.6555555556	30.4397989156	5009	75365
39.43314981460571	15	64.4743589744	30.6689203571	142.0	25.0	64.4743589744	30.6689203571	5029	80394
41.93514060974121	16	68.1486486486	38.6088081368	197.0	15.0	68.1486486486	38.6088081368	5043	85437
44.25450944900513	17	66.4210526316	26.1077036211	152.0	24.0	66.4210526316	26.1077036211	5048	90485
46.429099559783936	18	69.0410958904	31.072799344	159.0	19.0	69.0410958904	31.072799344	5040	95525
48.5778329372406	19	67.68	30.1260286131	151.0	17.0	67.68	30.1260286131	5076	100601
50.85838985443115	20	79.25	35.7172052378	197.0	23.0	79.25	35.7172052378	5072	105673
53.0583975315094	21	88.6140350877	38.6490073343	200.0	31.0	88.6140350877	38.6490073343	5051	110724
55.22844386100769	22	87.0	45.8934297754	200.0	31.0	87.0	45.8934297754	5046	115770
57.504504919052124	23	103.18	49.1026231479	200.0	28.0	103.18	49.1026231479	5159	120929
59.72071719169617	24	109.042553191	47.8872600865	200.0	21.0	109.042553191	47.8872600865	5125	126054
61.92219305038452	25	122.285714286	50.6215113856	200.0	38.0	122.285714286	50.6215113856	5136	131190
64.89902591705322	26	125.219512195	45.1228740842	200.0	42.0	125.219512195	45.1228740842	5134	136324
67.51539540290833	27	129.153846154	55.731746908	200.0	21.0	129.153846154	55.731746908	5037	141361
69.91453123092651	28	122.219512195	54.4007317899	200.0	25.0	122.219512195	54.4007317899	5011	146372
72.35823035240173	29	140.027777778	56.7227595469	200.0	33.0	140.027777778	56.7227595469	5041	151413
74.68975496292114	30	150.205882353	48.469990359	200.0	30.0	150.205882353	48.469990359	5107	156520
77.14811563491821	31	148.735294118	45.4444126013	200.0	37.0	148.735294118	45.4444126013	5057	161577
79.58486676216125	32	154.575757576	47.9602299278	200.0	47.0	154.575757576	47.9602299278	5101	166678
81.97545599937439	33	143.4	50.4240305523	200.0	35.0	143.4	50.4240305523	5019	171697
84.55237793922424	34	159.3125	43.5971884845	200.0	74.0	159.3125	43.5971884845	5098	176795
86.93122291564941	35	174.724137931	38.1032142293	200.0	65.0	174.724137931	38.1032142293	5067	181862
89.18405747413635	36	162.580645161	43.2947692539	200.0	76.0	162.580645161	43.2947692539	5040	186902
91.67366290092468	37	179.892857143	34.7556154617	200.0	74.0	179.892857143	34.7556154617	5037	191939
94.22790908813477	38	169.266666667	44.4011511362	200.0	55.0	169.266666667	44.4011511362	5078	197017
96.50547504425049	39	182.714285714	42.1407989812	200.0	48.0	182.714285714	42.1407989812	5116	202133
98.76353979110718	40	178.034482759	39.5731385374	200.0	55.0	178.034482759	39.5731385374	5163	207296
101.27490472793579	41	178.857142857	35.4720355509	200.0	96.0	178.857142857	35.4720355509	5008	212304
103.60783553123474	42	197.846153846	8.48841884204	200.0	157.0	197.846153846	8.48841884204	5144	217448
105.91794848442078	43	193.307692308	16.1000937187	200.0	145.0	193.307692308	16.1000937187	5026	222474
108.4804995059967	44	181.535714286	34.4865213244	200.0	47.0	181.535714286	34.4865213244	5083	227557
110.87794542312622	45	198.423076923	6.19039626495	200.0	169.0	198.423076923	6.19039626495	5159	232716
113.12734770774841	46	189.407407407	17.8849393692	200.0	139.0	189.407407407	17.8849393692	5114	237830
115.48227882385254	47	185.0	33.3037964374	200.0	34.0	185.0	33.3037964374	5180	243010
117.70906329154968	48	190.740740741	17.6437851666	200.0	143.0	190.740740741	17.6437851666	5150	248160
119.89606237411499	49	187.777777778	26.6435084628	200.0	103.0	187.777777778	26.6435084628	5070	253230
122.21076107025146	50	190.37037037	16.0095993152	200.0	138.0	190.37037037	16.0095993152	5140	258370
125.11508369445801	51	193.961538462	16.1590193182	200.0	128.0	193.961538462	16.1590193182	5043	263413
127.89424753189087	52	185.592592593	23.1264787463	200.0	119.0	185.592592593	23.1264787463	5011	268424
130.45812582969666	53	187.407407407	27.3323296012	200.0	74.0	187.407407407	27.3323296012	5060	273484
